STATION,EVENT,PRESSURE,SAMPLE_ID,Oxy_CTD_P,Oxy_CTD_S,Oxy_W_Rep1,Oxy_W_Rep2
BBL_03,82,30.586,503428,7.9853,7.8853,
BBL_03,82,21.012,503429,8.5238,8.4195,
BBL_03,82,10.839,503430,8.8796,8.7888,8.799,8.796
BBL_03,82,2.215,503431,8.7128,8.6306,
BBL_04,84,96.967,503433,6.8587,6.7604,7.219,6.887
BBL_04,84,79.700,503434,6.8516,6.7711,
BBL_04,84,59.798,503435,6.8542,6.7654,
BBL_04,84,49.936,503436,6.8668,6.7796,
BBL_04,84,39.852,503437,6.9266,6.845,
BBL_04,84,30.240,503438,7.0749,6.9605,
BBL_04,84,20.015,503439,7.5533,7.442,
BBL_04,84,10.217,503440,8.5934,8.5006,8.305
BBL_04,84,2.109,503441,8.8569,8.7745,
BBL_05,86,196.204,503443,4.1655,4.1464,4.264
BBL_05,86,149.924,503444,4.7931,4.761,
BBL_05,86,99.767,503445,5.734,5.7103,
BBL_05,86,80.114,503446,5.981,5.9514,
BBL_05,86,59.215,503447,6.7414,6.6804,
BBL_05,86,50.258,503448,6.7682,6.7035,
BBL_05,86,39.169,503449,7.0593,6.9698,
BBL_05,86,30.327,503450,8.826,8.7371,
BBL_05,86,19.825,503451,8.9819,8.9002,
BBL_05,86,9.946,503452,8.999,8.9243,9.056,9.038
BBL_05,86,2.252,503453,8.938,8.8888,
BBL_06,88,1208.049,503455,5.8852,5.8636,6.03,6.027
BBL_06,88,990.564,503456,5.7668,5.7249,
BBL_06,88,755.677,503457,5.5118,5.5146,
BBL_06,88,507.079,503458,4.8191,4.8113,
BBL_06,88,250.275,503459,3.5502,3.5618,3.676
BBL_06,88,151.508,503460,3.9842,4.0031,
BBL_06,88,100.163,503461,5.5687,5.583,
BBL_06,88,79.979,503462,5.8316,5.8359,
BBL_06,88,60.298,503463,5.7687,5.763,
BBL_06,88,49.696,503464,5.7143,5.7151,
BBL_06,88,40.082,503465,5.6617,5.6692,
BBL_06,88,30.067,503466,5.6943,5.695,
BBL_06,89,19.680,503467,7.6552,7.5245,
BBL_06,89,10.046,503468,8.0729,8.0614,8.073
BBL_06,89,1.846,503469,8.0159,8.0121,
BBL_07,91,1499.382,503471,5.9769,5.9581,6.164
BBL_07,91,1002.433,503472,5.6221,5.6126,
BBL_07,91,752.306,503473,5.4177,5.3981,
BBL_07,91,508.040,503474,5.0669,5.0338,
BBL_07,91,252.076,503475,3.7092,3.7223,3.772
BBL_07,91,153.090,503476,3.8153,3.8079,
BBL_07,91,99.861,503477,4.6519,4.6257,
BBL_07,91,82.576,503478,4.7393,4.7318,
BBL_07,91,60.131,503479,5.8998,5.859,
BBL_07,91,50.076,503480,6.1061,6.0874,
BBL_07,91,39.799,503481,6.315,6.2851,
BBL_07,91,30.402,503482,6.5048,6.4495,
BBL_07,92,19.810,503483,7.625,7.583,
BBL_07,92,9.843,503484,7.9044,7.8613,8.024,8.032
BBL_07,92,2.554,503485,7.9136,7.8736,
NEC_10,94,87.184,503487,5.9751,5.9442,6.071
NEC_10,94,75.162,503488,6.0147,5.97,
NEC_10,94,60.081,503489,6.2349,6.1824,
NEC_10,94,49.957,503490,6.5019,6.4543,
NEC_10,94,40.344,503491,6.8842,6.8248,
NEC_10,94,30.436,503492,7.1691,7.1181,
NEC_10,94,20.724,503493,7.2564,7.192,
NEC_10,94,10.778,503494,7.3638,7.3037,7.423,7.437
NEC_10,94,2.355,503495,7.306,7.2576,
NEC_09,95,91.107,503496,5.5468,5.5065,5.629
NEC_09,95,74.723,503497,5.5585,5.5288,
NEC_09,95,59.885,503498,6.6368,6.5861,
NEC_09,95,50.045,503499,6.98,6.9287,
NEC_09,95,40.647,503500,7.1979,7.151,
NEC_09,95,30.138,503501,7.2438,7.2108,
NEC_09,95,20.773,503502,7.3317,7.2749,
NEC_09,95,10.350,503503,7.304,7.2758,7.419
NEC_09,95,2.232,503504,7.3018,7.2653,
NEC_08,97,197.597,503506,4.6677,4.6361,4.766
NEC_08,97,173.123,503507,4.5722,4.5562,
NEC_08,97,150.319,503508,4.5518,4.5324,
NEC_08,97,125.618,503509,4.9162,4.8984,
NEC_08,97,100.529,503510,5.5281,5.5188,
NEC_08,97,75.294,503511,6.1538,6.1019,
NEC_08,97,60.003,503512,6.1018,6.0661,
NEC_08,97,50.718,503513,6.3708,6.342,
NEC_08,97,40.320,503514,6.8935,6.8568,
NEC_08,97,30.110,503515,7.239,7.1936,
NEC_08,97,20.108,503516,7.3264,7.3076,
NEC_08,97,10.188,503517,7.2927,7.2782,7.425,7.426
NEC_08,98,2.390,503518,7.2893,7.257,
NEC_07,99,221.709,503519,4.3975,4.3831,4.503,4.487
NEC_07,99,176.097,503520,4.2616,4.2519,
NEC_07,99,149.399,503521,4.3907,4.3917,
